20010920~4975a6: 27832 records, 571 hits
20010923~2fe12e: 6919 records, 315 hits
20010928~10aa5b: 19724 records, 295 hits
20010929~676236: 3730 records, 157 hits
20010930~00f3be: 9098 records, 489 hits
20010930~c43b1d: 1735 records, 651 hits
20011002~067417: 344 records, 0 hits
20011006~61c74d: 6445 records, 147 hits
20011006~ba75d9: 10133 records, 192 hits
20011006~72096d: 10777 records, 181 hits
20011014~b2b568: 11755 records, 320 hits
20011014~51d12c: 6419 records, 144 hits
20011014~c57a07: 35960 records, 851 hits
20011016~fb6101: 49006 records, 429 hits
20011016~aeb84e: 20164 records, 520 hits
20011016~0dbbbd: 5138 records, 122 hits
20011016~f2e943: 13575 records, 369 hits
20011016~3ea0b5: 17239 records, 581 hits
20011021~c26962: 30381 records, 476 hits
20011021~4249b9: 28691 records, 394 hits
20011021~7de16d: 8892 records, 101 hits
20011022~67ec9f: 28581 records, 254 hits
20011024~790bbe: 18544 records, 485 hits
20011024~5654ec: 27893 records, 760 hits
20011024~b64d92: 18182 records, 478 hits
20011024~8df5b2: 31089 records, 773 hits
20011026~ed772e: 22540 records, 172 hits
20011026~2ce0e1: 1565 records, 18 hits
20011026~2ad4fd: 2086 records, 15 hits
20011026~47ad4a: 69227 records, 629 hits
20011027~770e08: 17137 records, 565 hits
20011027~588e29: 26808 records, 618 hits
20011027~dde98d: 26997 records, 907 hits
20011027~a1ea2d: 5161 records, 120 hits
20011027~628a3e: 51388 records, 2519 hits
20011027~9e2581: 6702 records, 424 hits
20011027~0e5edc: 9915 records, 446 hits
20011027~2a18ff: 26024 records, 1199 hits
20011027~121a63: 12065 records, 285 hits
20011028~9b8717: 8039 records, 183 hits
20011028~d4aed6: 14069 records, 360 hits
20011028~821ba0: 15093 records, 608 hits
20011028~e00dc8: 42468 records, 1249 hits
20011106~463b4f: 8626 records, 153 hits
20011106~167fd6: 26253 records, 744 hits
20011106~983a3d: 10618 records, 375 hits
20011112~5a8109: 35645 records, 887 hits
20011112~111fca: 12805 records, 248 hits
20011112~0d589e: 6549 records, 207 hits
20011113~32d1ac: 10175 records, 195 hits
20011113~6a4905: 12027 records, 302 hits
20011113~c55f3e: 13062 records, 209 hits
20011114~4ecf25: 63949 records, 533 hits
20011114~346c0f: 62644 records, 418 hits
20011115~81b63f: 9914 records, 349 hits
20011115~8f2ec6: 8834 records, 182 hits
20011115~d422a3: 9582 records, 383 hits
20011116~025b79: 24711 records, 412 hits
20011124~670775: 10528 records, 323 hits
20011124~35fff9: 8358 records, 245 hits
20011124~b302a5: 16253 records, 521 hits
20011124~8df5fc: 75561 records, 1645 hits
20011125~e7a9e9: 33858 records, 423 hits
20011203~af0951: 8524 records, 245 hits
20011205~fd0d01: 8507 records, 303 hits
20011205~703bd2: 15485 records, 467 hits
20011206~3ae5fa: 9495 records, 125 hits
20011206~27f06f: 10061 records, 250 hits
20011206~470804: 50019 records, 1409 hits
20011210~33533f: 10565 records, 297 hits
20011215~7cecdd: 9025 records, 105 hits
20011215~d7b50f: 10222 records, 313 hits
20011215~70ca7e: 11061 records, 395 hits
20011215~21e278: 3754 records, 125 hits
20011215~d71045: 9433 records, 387 hits
20011215~a8edbe: 69151 records, 1501 hits
20011218~571f85: 12920 records, 229 hits
20011221~f142ee: 16998 records, 353 hits
20011221~9a66a4: 12717 records, 282 hits
20011221~a8995f: 21160 records, 435 hits
20011221~75bfd0: 11623 records, 198 hits
20011221~58d179: 22769 records, 341 hits
20011221~444231: 41740 records, 718 hits
20020103~f782ee: 6445 records, 244 hits
20020103~267717: 3637 records, 57 hits
20020106~5faabe: 12192 records, 285 hits
20020106~7dea67: 53563 records, 1165 hits
20020107~ccb935: 15502 records, 500 hits
20020109~dfb3a8: 7671 records, 131 hits
20020109~db3dc7: 11687 records, 251 hits
20020109~89c916: 9079 records, 227 hits
20020109~04b2da: 37420 records, 720 hits
20020109~3af05e: 30400 records, 420 hits
20020118~6b41a2: 15838 records, 368 hits
20020118~3bfed1: 11314 records, 256 hits
20020118~9b803b: 3298 records, 69 hits
20020118~70cc55: 31753 records, 596 hits
20020123~320d97: 32684 records, 826 hits
20020123~1b00fa: 5215 records, 149 hits
20020123~4f097c: 28640 records, 389 hits
20020123~1ccefd: 15123 records, 327 hits
20020124~9d94fd: 15014 records, 642 hits
20020124~8f741c: 27909 records, 856 hits
20020125~37022f: 9635 records, 181 hits
20020125~d9e08b: 9561 records, 310 hits
20020125~788069: 1347 records, 29 hits
20020125~c68c60: 22018 records, 153 hits
20020126~00167c: 44469 records, 380 hits
20020126~aae742: 15511 records, 106 hits
20020129~61334d: 16423 records, 212 hits
20020201~752083: 26842 records, 510 hits
20020201~60eb78: 10053 records, 545 hits
20020201~1fc834: 19775 records, 686 hits
20020201~a706ba: 47203 records, 971 hits
20020201~375620: 39406 records, 341 hits
20020201~73cf23: 40416 records, 303 hits
20020202~2a640d: 6543 records, 163 hits
20020202~1a19d4: 13254 records, 391 hits
20020202~910e86: 42430 records, 895 hits
20020202~07932f: 4121 records, 179 hits
20020202~330c04: 26440 records, 1070 hits
20020202~229128: 20975 records, 531 hits
20020202~bee575: 91039 records, 2525 hits
20020202~772ecf: 33682 records, 483 hits
20020202~57a296: 3896 records, 95 hits
20020202~fd7e34: 17208 records, 461 hits
20020202~906358: 9078 records, 294 hits
20020202~50d9c6: 42264 records, 1318 hits
20020202~486835: 11961 records, 284 hits
20020202~a85de7: 19583 records, 539 hits
20020202~fbb0a1: 26568 records, 480 hits
20020202~ef25a8: 13266 records, 416 hits
20020202~015512: 26062 records, 539 hits
20020202~d39153: 9841 records, 414 hits
20020202~739f3f: 44857 records, 1300 hits
20020202~b0322b: 24327 records, 953 hits
20020202~358d8c: 23201 records, 547 hits
20020202~488677: 35351 records, 941 hits
20020202~82fb8a: 21198 records, 439 hits
20020203~b57acb: 33202 records, 740 hits
20020205~67be29: 13905 records, 264 hits
20020205~ecefcb: 6927 records, 193 hits
20020205~aa1673: 11522 records, 317 hits
20020205~70977a: 69922 records, 1394 hits
20020206~2bfedf: 3368 records, 169 hits
20020206~03716b: 9393 records, 367 hits
20020206~e8a5c0: 6990 records, 246 hits
20020206~7f3e36: 9571 records, 219 hits
20020207~638718: 14851 records, 457 hits
20020207~734416: 4296 records, 120 hits
20020207~a5580e: 13284 records, 250 hits
20020207~880642: 11733 records, 435 hits
20020207~6a4bfb: 18217 records, 646 hits
20020208~61cfeb: 4960 records, 65 hits
20020208~1013c5: 13003 records, 143 hits
20020208~b8c736: 4048 records, 67 hits
20020209~e66152: 13200 records, 402 hits
20020209~00a3b7: 14965 records, 430 hits
20020209~89ad64: 9207 records, 271 hits
20020209~e2e11c: 16116 records, 422 hits
20020209~9254a9: 11828 records, 166 hits
20020209~5b6594: 6590 records, 92 hits
20020209~0f1a0e: 5625 records, 213 hits
20020209~fe0263: 30513 records, 621 hits
20020209~f9c103: 6724 records, 178 hits
20020209~21b32a: 10580 records, 254 hits
20020209~1ce690: 9853 records, 172 hits
20020209~ad032e: 20367 records, 586 hits
20020209~1a1380: 16657 records, 595 hits
20020210~0cde79: 3319 records, 89 hits
20020211~47e3b9: 12858 records, 347 hits
20020211~fdf38b: 8593 records, 225 hits
20020211~f55440: 7607 records, 305 hits
20020211~398102: 3053 records, 91 hits
20020211~bea831: 8704 records, 283 hits
20020211~8eec4c: 14819 records, 667 hits
20020211~a06df2: 7042 records, 222 hits
20020211~221b4d: 4373 records, 125 hits
20020212~53eb88: 53430 records, 781 hits
20020212~89dd6a: 26724 records, 384 hits
20020212~a3ff09: 21123 records, 615 hits
20020212~545ab0: 43983 records, 501 hits
20020213~7ee34f: 7243 records, 295 hits
20020213~7a9c0e: 25711 records, 557 hits
20020213~1493f7: 12691 records, 215 hits
20020213~66cbe2: 20931 records, 274 hits
20020213~6f9df1: 2415 records, 32 hits
20020213~b13abb: 4027 records, 82 hits
20020215~e63817: 24342 records, 641 hits
20020215~dba400: 13183 records, 541 hits
20020217~828e9b: 15575 records, 344 hits
20020218~691ef6: 4326 records, 262 hits
20020218~547df1: 14324 records, 213 hits
20020218~2fb90e: 14126 records, 273 hits
20020221~7eefd1: 3307 records, 127 hits
20020221~6cc371: 11003 records, 456 hits
20020221~fb1f30: 13500 records, 496 hits
20020222~09662f: 33940 records, 1205 hits
20020222~c709a3: 7106 records, 430 hits
20020222~6e23ca: 14515 records, 792 hits
20020222~4e5000: 2319 records, 48 hits
20020222~a15232: 6113 records, 157 hits
20020222~85786d: 15314 records, 476 hits
20020222~c40735: 24870 records, 904 hits
20020222~c43849: 5832 records, 220 hits
20020222~835dab: 13230 records, 377 hits
20020223~fab979: 28474 records, 629 hits
20020223~e7f0f4: 5650 records, 178 hits
20020223~5c27b0: 24137 records, 709 hits
20020223~ed8c90: 2835 records, 149 hits
20020223~f243f6: 18993 records, 853 hits
20020224~76d63a: 7673 records, 357 hits
20020224~6e35b9: 14446 records, 365 hits
20020224~68af11: 6273 records, 314 hits
20020224~2062d5: 7286 records, 352 hits
20020224~b99bec: 11583 records, 395 hits
20020224~c933b5: 7617 records, 321 hits
20020224~6d5ecd: 27084 records, 1007 hits
20020225~cceb74: 10085 records, 262 hits
20020225~f94a11: 7783 records, 233 hits
20020227~88d167: 31605 records, 715 hits
20020227~094b9c: 14666 records, 557 hits
20020228~3fddd5: 8474 records, 366 hits
20020228~7fbd8e: 12692 records, 337 hits
20020228~902c7b: 19345 records, 556 hits
20020228~ae2ce9: 11691 records, 255 hits
20020527~73fe02: 19741 records, 778 hits
20020824~d3742f: 4519 records, 65 hits
20020824~02385e: 56495 records, 1270 hits
20020829~78b5a5: 7366 records, 91 hits
20020831~ff60bf: 9446 records, 99 hits
20020831~74bc13: 14900 records, 193 hits
20020901~a50832: 3538 records, 149 hits
20020910~241ace: 5974 records, 152 hits
20020910~85bd57: 45853 records, 1610 hits
20020911~9ceefc: 26003 records, 659 hits
20020911~874a44: 12080 records, 321 hits
20020911~59ec5a: 28406 records, 689 hits
20020912~74a429: 3745 records, 125 hits
20020912~406e8e: 4909 records, 140 hits
20020912~3878d6: 10257 records, 223 hits
20020912~9d982e: 10360 records, 154 hits
20020914~1e41a3: 3881 records, 73 hits
20020914~3ac8f8: 7175 records, 147 hits
20020914~41fa38: 19791 records, 787 hits
20020914~eb271b: 12290 records, 241 hits
20020914~00e268: 6534 records, 111 hits
20020914~c6d10a: 18998 records, 706 hits
20020915~5808f4: 8701 records, 183 hits
20020917~3caef1: 5455 records, 168 hits
20020919~21d94b: 13530 records, 249 hits
20020919~60fe5b: 22794 records, 458 hits
20020919~339432: 11685 records, 230 hits
20020919~230a92: 13232 records, 375 hits
20020919~e83bec: 8042 records, 178 hits
20020919~657a7c: 28223 records, 563 hits
20020919~5fe45c: 8898 records, 182 hits
20020919~dd2648: 57024 records, 1035 hits
20020919~fc0437: 14261 records, 289 hits
20020919~ae6688: 7509 records, 149 hits
20020919~6ffccc: 18098 records, 426 hits
20020919~757c77: 17603 records, 438 hits
20020919~62056f: 5747 records, 133 hits
20020919~67f3e8: 11510 records, 303 hits
20020919~a1e500: 27317 records, 585 hits
20020920~9affed: 37059 records, 1370 hits
20020920~c0822d: 15037 records, 390 hits
20020922~f41735: 16691 records, 169 hits
20020923~4fac3d: 42304 records, 1004 hits
20020923~fabdfb: 50731 records, 991 hits
20020926~f0d344: 7187 records, 294 hits
20020929~5325ea: 9278 records, 117 hits
20020929~83ea39: 23540 records, 182 hits
20021004~f3810c: 9305 records, 416 hits
20021004~10ac03: 12949 records, 234 hits
20021005~a67b80: 2156 records, 122 hits
20030316~91e200: 12489 records, 435 hits
20030316~03886c: 11483 records, 320 hits
20030316~43ab16: 21288 records, 589 hits
20030317~ccb6ac: 51242 records, 694 hits
20030317~7d7ff3: 21290 records, 256 hits
20030317~ce17b2: 6407 records, 79 hits
20030318~c4cf93: 16331 records, 653 hits
20030318~fb889a: 30440 records, 1390 hits
20030322~2313b4: 11922 records, 342 hits
20030327~a1ce9d: 8847 records, 207 hits
20030329~8a49b1: 2407 records, 96 hits
20030329~0d8839: 10726 records, 252 hits
20030329~5de2a4: 17127 records, 341 hits
20030329~b8755d: 6871 records, 276 hits
20030329~0c6085: 20975 records, 403 hits
20030329~e31921: 17257 records, 335 hits
20030329~f53b19: 10558 records, 189 hits
20030329~13232c: 64931 records, 1193 hits
20030329~fb3304: 12498 records, 642 hits
20030329~810e3d: 12146 records, 569 hits
20030329~e0c911: 25504 records, 648 hits
20030329~511a1d: 31676 records, 785 hits
20030330~f28375: 4673 records, 54 hits
20030331~1dca42: 3802 records, 192 hits
20030331~9b6ddb: 9151 records, 341 hits
20030401~318035: 10961 records, 117 hits
20030401~d2f2a2: 5276 records, 73 hits
20030401~ff559d: 10251 records, 100 hits
20030401~caa310: 9892 records, 265 hits
20030401~66961c: 1589 records, 46 hits
20030402~22e1ac: 11064 records, 388 hits
20030402~4bc96d: 7538 records, 76 hits
20030402~316f24: 5161 records, 150 hits
20030402~0cd6fb: 3147 records, 70 hits
20030402~2f6723: 8990 records, 195 hits
20030402~15141d: 6659 records, 152 hits
20030402~a26c32: 8293 records, 224 hits
20030404~a885ce: 19521 records, 234 hits
20030404~de638c: 25313 records, 625 hits
20030405~17420b: 42343 records, 1046 hits
20030408~6168e7: 7122 records, 87 hits
20030408~03ae14: 21734 records, 246 hits
20030409~b8ff71: 7358 records, 142 hits
20030411~d76298: 7280 records, 304 hits
20030414~8fcd6c: 7571 records, 221 hits
20030415~f9f54a: 30410 records, 1199 hits
20030523~342b62: 20900 records, 445 hits
20030523~ce6898: 17233 records, 304 hits
20030523~5b54f8: 27500 records, 455 hits
20030523~734c4c: 11611 records, 154 hits
20030617~3442fa: 20458 records, 373 hits
20030617~c42eac: 23628 records, 431 hits
20030617~bf2107: 39013 records, 763 hits
20030617~6cada6: 7266 records, 122 hits
20030617~73b1c7: 57696 records, 1021 hits
20030619~e4fe84: 18829 records, 454 hits
20030623~080711: 11619 records, 283 hits
20030623~4784b8: 28133 records, 809 hits
20030625~033633: 11559 records, 311 hits
20030626~502ffa: 19354 records, 404 hits
20030626~3535d9: 14777 records, 323 hits
20030626~32c302: 25371 records, 465 hits
20030626~d8ea87: 137130 records, 3134 hits
20030702~88d3a6: 5235 records, 91 hits
20030702~3dd8b8: 6020 records, 265 hits
20030702~d707c6: 14059 records, 693 hits
20030703~3c4e34: 2210 records, 56 hits
20030703~d2b579: 6997 records, 137 hits
20030703~aad4f0: 7494 records, 146 hits
20030703~cf9f51: 1257 records, 43 hits
20030713~b7d491: 22037 records, 205 hits
20030717~207fd8: 11860 records, 366 hits
20030717~020cb2: 64046 records, 1076 hits
20030729~aa4aeb: 91636 records, 1394 hits
20030729~38eb9e: 12807 records, 113 hits
20030729~909a68: 11719 records, 126 hits
20030730~705d7f: 15129 records, 162 hits
20030730~871d9f: 9807 records, 72 hits
20030731~d07f21: 11459 records, 125 hits
20030815~8d79b4: 7249 records, 118 hits
20030815~068e01: 12959 records, 238 hits
20040730~8fc453: 32176 records, 636 hits
20040730~6e965c: 13922 records, 187 hits
20040730~a03317: 11334 records, 244 hits
20040803~5f0385: 14150 records, 321 hits
20040803~4610c5: 9359 records, 187 hits
20040803~10ba9a: 12690 records, 292 hits
20040803~ab85f4: 13982 records, 282 hits
20040803~debae0: 19127 records, 347 hits
20040804~d4c650: 21968 records, 457 hits
20040804~f95a68: 20122 records, 307 hits
20040804~c3421b: 7156 records, 161 hits
20040808~f5506d: 84844 records, 1467 hits
20040808~f31aef: 17754 records, 301 hits
20040808~38dc5d: 28314 records, 555 hits
20040831~2faca2: 16901 records, 175 hits
20040831~620b9d: 9165 records, 114 hits
20040831~eead06: 29386 records, 376 hits
20040901~9e87db: 9144 records, 254 hits
20040901~c91ee5: 5926 records, 221 hits
20040901~3abfe5: 22169 records, 415 hits
20040901~113b54: 14312 records, 453 hits
20040901~435559: 9369 records, 323 hits
20040901~fe54f7: 10739 records, 349 hits
20040902~a7042b: 40851 records, 1131 hits
20040904~51abdc: 14515 records, 357 hits
20040906~9039f2: 9083 records, 203 hits
20040906~beefc7: 34038 records, 809 hits
20040906~081046: 31171 records, 600 hits
20040926~9bab2b: 18277 records, 458 hits
20040926~ad0138: 12111 records, 273 hits
20040926~b758a9: 4444 records, 251 hits
20040927~53c267: 26652 records, 335 hits
20040927~c6a21d: 9401 records, 162 hits
20040927~09713d: 59514 records, 969 hits
20040927~647ec3: 2169 records, 43 hits
20040927~4735a7: 19155 records, 311 hits
20040927~da1b46: 10826 records, 248 hits
20040927~45f82d: 14471 records, 223 hits
20041013~35e2d9: 24124 records, 348 hits
20041014~1620b7: 33410 records, 671 hits

1030 logs, 24074385 records, 518119 hits

[selection] why hits were kept or set aside
   483977  victim moving before the hit
    12930  another hit on the victim just before
     5284  victim dying
     4622  slide interrupted before 40 ticks (drove off)
     3785  no rest restatement after the hit (next hit)
     3125  no rest restatement after the hit (drove off)
     2559  slide interrupted before 40 ticks (next hit)
      846  measured
      646  victim in a boat
      254  no rest restatement after the hit (died)
       69  resting restatement stale
       13  slide interrupted before 40 ticks (log ends)
        9  no rest restatement after the hit (none)

[profile] px from the resting position by ticks since the hit, over the 115 slides still at rest 100+ ticks on (all paths, all lives)
     0-9    n     58  median px 5.00  median share of the slide's distance at 100 0.57
    10-19   n    122  median px 6.40  median share of the slide's distance at 100 0.80
    20-29   n     76  median px 7.81  median share of the slide's distance at 100 0.90
    30-39   n     39  median px 8.00  median share of the slide's distance at 100 0.91
    40-49   n     22  median px 8.40  median share of the slide's distance at 100 1.00
    50-59   n     25  median px 8.94  median share of the slide's distance at 100 1.00
    60-69   n     25  median px 11.18  median share of the slide's distance at 100 1.00
    70-79   n      7  median px 8.25  median share of the slide's distance at 100 1.00
    80-89   n      3  median px 10.30  median share of the slide's distance at 100 1.00
    90-99   n      4  median px 5.90  median share of the slide's distance at 100 1.00
   100-109  n      2  median px 5.91  median share of the slide's distance at 100 1.00

[knockback by armour before the hit] clear path, trusted lives (endpoint at least 40 ticks after the hit)
  the last row that can survive a hit is armour 2; a tank hit at 1 dies
  armour 9         n    219  median   8.0  px histogram 5:3 6:29 7:43 8:94 9:50
  armour 8         n     45  median   8.9  px histogram 7:4 8:11 9:20 10:9 11:1
  armour 7         n     29  median  10.0  px histogram 5:2 8:1 9:2 10:17 11:7
  armour 6         n     19  median  10.8  px histogram 7:1 10:8 11:8 12:2
  armour 5         n     25  median  11.4  px histogram 10:5 11:8 12:8 13:4
  armour 4         n     13  median  12.6  px histogram 0:1 11:1 12:2 13:7 14:2
  armour 3         n      8  median  14.6  px histogram 13:2 14:2 15:4
  armour 2         n      9  median  15.0  px histogram 13:1 15:6 16:2
  armour unknown   n    291  median   8.2  px histogram 5:1 6:26 7:45 8:90 9:61 10:21 11:21 12:6 13:12 14:2 15:6

[the same, blocked or crowded paths] a building, deep sea, a live pill or another tank within the swept box
  armour 9         n     47  median   7.2  px histogram 0:1 1:2 2:2 3:5 4:1 5:1 6:5 7:9 8:11 9:6 10:1 11:1 12:1 13:1
  armour 8         n     11  median   8.5  px histogram 2:1 3:1 4:1 6:1 8:1 9:6
  armour 7         n      7  median   9.0  px histogram 2:1 9:3 10:1 11:2
  armour 6         n      5  median  11.0  px histogram 7:1 11:4
  armour 5         n      9  median   9.0  px histogram 2:1 6:1 8:2 9:1 11:2 12:1 13:1
  armour 4         n      6  median  12.7  px histogram 1:1 11:1 13:4
  armour 3         n      6  median  14.5  px histogram 13:1 14:2 15:1 16:2
  armour 2         n      9  median  14.2  px histogram 8:2 13:2 14:1 15:1 16:2 17:1
  armour unknown   n     88  median   8.1  px histogram 0:1 1:1 2:2 3:2 4:4 5:3 6:7 7:12 8:19 9:13 10:5 11:5 12:4 13:5 14:3 15:2
  obstacles: pill 51, tank 93, sea 25, building 38

[along the shell direction] clear, trusted: the displacement's component along d, by armour
  armour 9: n   219  median 8.0  histogram 5:3 6:29 7:43 8:98 9:46
  armour 8: n    45  median 8.9  histogram 7:5 8:14 9:17 10:8 11:1
  armour 7: n    29  median 10.0  histogram 5:2 8:1 9:3 10:17 11:6
  armour 6: n    19  median 10.6  histogram 7:1 10:8 11:8 12:2
  armour 5: n    25  median 11.3  histogram 10:5 11:8 12:8 13:4
  armour 4: n    13  median 12.6  histogram 0:1 11:1 12:3 13:6 14:2
  armour 3: n     8  median 13.8  histogram -5:1 11:1 13:2 14:2 15:2
  armour 2: n     9  median 14.8  histogram 13:1 15:6 16:2

[by direction] trusted clear samples: the distance's excess over the working theory 17 - armour (8 px at 9, one more per armour point missing), by shell direction nibble
  d0  n   24  excess median   0.0  histogram -1:1 0:20 1:3  median dx 0.0 dy -8.0
  d1  n   22  excess median   0.2  histogram 0:21 1:1  median dx 2.0 dy -8.0
  d2  n   16  excess median  -0.3  histogram -2:1 -1:6 0:7 1:2  median dx 5.0 dy -7.0
  d3  n   23  excess median  -0.8  histogram -2:5 -1:17 0:1  median dx 6.0 dy -4.0
  d4  n   10  excess median  -2.0  histogram -2:6 -1:3 0:1  median dx 7.5 dy 0.0
  d5  n    7  excess median  -1.7  histogram -3:1 -2:5 -1:1  median dx 6.0 dy 2.0
  d6  n    8  excess median  -1.8  histogram -4:1 -2:5 -1:2  median dx 5.0 dy 5.0
  d7  n   11  excess median  -1.7  histogram -3:2 -2:5 -1:2 0:1 1:1  median dx 2.0 dy 6.0
  d8  n   11  excess median  -2.0  histogram -5:1 -2:6 -1:4  median dx 0.0 dy 6.0
  d9  n   28  excess median  -0.8  histogram -2:7 -1:21  median dx -4.0 dy 6.0
  d10 n   26  excess median  -0.3  histogram -1:12 0:10 1:4  median dx -6.0 dy 5.0
  d11 n   38  excess median   0.2  histogram -1:6 0:27 1:5  median dx -8.0 dy 3.0
  d12 n   34  excess median   0.0  histogram 0:28 1:5  median dx -9.0 dy 0.0
  d13 n   35  excess median   0.5  histogram 0:17 1:18  median dx -8.0 dy -4.0
  d14 n   38  excess median   0.6  histogram -5:1 -2:1 -1:1 0:16 1:18 2:1  median dx -7.0 dy -6.5
  d15 n   36  excess median   0.8  histogram 0:13 1:23  median dx -4.0 dy -8.0

[by quadrant] trusted clear samples by armour: shoved north-west-ward (d 12-15 and 0, both components toward the origin), south-east-ward (d 4-8, both away), or mixed (d 1-3, 9-11)
  armour 9: NW n  98 median   8.3 [6:1 7:1 8:57 9:39]  SE n  28 median   6.3 [5:3 6:20 7:3 8:1 9:1]  mixed n  93 median   7.3 [6:8 7:39 8:36 9:10]
  armour 8: NW n  20 median   9.5 [8:1 9:9 10:9 11:1]  SE n   8 median   8.0 [7:3 8:4 9:1]  mixed n  17 median   8.6 [7:1 8:6 9:10]
  armour 7: NW n  17 median  10.0 [5:1 10:10 11:6]  SE n   3 median   8.0 [5:1 8:1 9:1]  mixed n   9 median  10.2 [9:1 10:7 11:1]
  armour 6: NW n   6 median  11.2 [11:4 12:2]  SE n   2 median   8.5 [7:1 10:1]  mixed n  11 median  10.4 [10:7 11:4]
  armour 5: NW n   9 median  12.0 [12:6 13:3]  SE n   3 median  10.8 [10:1 11:2]  mixed n  13 median  11.2 [10:4 11:6 12:2 13:1]
  armour 4: NW n   7 median  13.0 [0:1 13:4 14:2]  SE n   2 median  11.2 [11:1 12:1]  mixed n   4 median  12.6 [12:1 13:3]
  armour 3: NW n   6 median  14.9 [14:2 15:4]  SE n   0 median   NaN [-]  mixed n   2 median  13.2 [13:2]
  armour 2: NW n   4 median  15.3 [15:2 16:2]  SE n   1 median  13.0 [13:1]  mixed n   4 median  14.9 [15:4]

[axis-aligned] trusted clear samples hit due north, east, south or west (d 0, 4, 8, 12): the whole-pixel shove along the axis, by armour and axis
  armour 9: N 7:1 8:14 9:2 | E 6:4 8:1 | S 6:5 7:1 | W 8:15 9:1
  armour 8: N 9:1 | E 7:1 8:2 | S 8:2 | W 9:3 10:3
  armour 7: N 10:3 | E 8:1 | S 5:1 | W 10:2
  armour 6: S 10:1 | W 11:2
  armour 5: N 12:1 13:1 | E 11:1 | S 10:1 | W 12:4
  armour 4: N 13:1 | W 0:1
  armour 3: W 15:1
  armour 2: W 15:2

[direction] angle between the displacement and the shell's direction nibble, clear samples: 0:377 10:261 20:15 30:1 40:2 50:1 110:1 (10-degree bins)
[reporter] clear samples, distance when the victim reported its own hit: median 8.2 (n 576); reported by another machine: median 8.5 (n 82)

[examples]
  armour 8: 20010322~5657a5 t=2306.1s tank 3 hit d3: (2138,2058) -> (2144,2054) 7.2 px, endpoint 48 ticks on
  armour 9: 20010323~9ab1d3 t=710.4s tank 3 hit d13: (1932,2137) -> (1925,2134) 7.6 px, endpoint 43 ticks on
  armour 9: 20010326~fc6a01 t=1395.1s tank 1 hit d2: (748,2117) -> (752,2111) 7.2 px, endpoint 52 ticks on
  armour 4: 20010403~78facc t=549.6s tank 0 hit d2: (1850,1316) -> (1858,1306) 12.8 px, endpoint 51 ticks on
  armour 9: 20010403~78facc t=645.5s tank 0 hit d13: (1931,1326) -> (1923,1322) 8.9 px, endpoint 56 ticks on
  armour 9: 20010405.1~1eba2b t=1530.8s tank 1 hit d13: (1909,2178) -> (1902,2174) 8.1 px, endpoint 47 ticks on
  armour 9: 20010406.3~a043dd t=2618.1s tank 1 hit d14: (2242,2017) -> (2236,2011) 8.5 px, endpoint 46 ticks on
  armour 6: 20010410.1~6076f9 t=413.6s tank 0 hit d11: (1829,1883) -> (1818,1886) 11.4 px, endpoint 55 ticks on
